ID,HH,VN,A03,A04,DIS,A13D,A13M,A13Y,A13IN,A14,A14_1,A14_2,A14_3,A14_4,A14_5,A17,A18,A19,A20,A20D,A20M,A20Y,B00H,B00M,B21H,B21M,F00H,F00M,F01A,F01B,F02,F04,F05,F06,F07,F08,F09,F10_1,F10_2,F10_3,F10_4,F10_5,F10_6,F10_7,F10_8,F10_9,F10A,F10B,F11,F11A,F11B,F11C,F11D,F12,F12A,F12B,F12C,F12D,F14,F15,F16,F17,F18H,F18M,J300H,J300M,J301A,J301B,J302,J303_1,J303_2,J303_3,J303_4,J303_5,J303_6,J303_7,J303_8,J303_9,J303_10,J304,J305H,J305M,G00H,G00M,G27H,G27M,C00H,C00M,C01A,C01B,C01C,C02,C04,C05,C06,C07,C08,C09,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22H,C22M,D00H,D00M,D66H,D66M,J100H,J100M,J101A,J101B,J102,J102A,J103,J104,J105,J106_1,J106_2,J106_3,J106_4,J106_5,J106_6,J107,J108,J109,J110_1,J110_2,J110_3,J110_4,J110_5,J110_6,J110_7,J110_8,J110_9,J110_10,J110_11,J110_12,J110_13,J110_14,J110_15,J111H,J111M,E00H,E00M,E01A,E01B,E02,E03A,E03B,E04,E05,E06,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31D,E31M,E31Y,E33H,E33M,E34,E36,E37,E38,E39,J500H,J500M,J501A,J501B,J502,J503,J504,J505_1,J505_2,J505_3,J505_4,J505_5,J505_6,J505_7,J505_8,J505_9,J505_10,J505_11,J505_12,J505_13,J505_14,J505_15,J506_1,J506_2,J506_3,J506_4,J506_5,J506_6,J506_7,J506_8,J506_9,J506_10,J507,J508H,J508M,AT_ID,AT_HH,AT_VN,AT_SH,AT_SM,AT_ANID,AT_AND,AT_ANM,AT_ANY,AT_SPID,AT_SPD,AT_SPM,AT_SPY,AT_FH,AT_FM,member_id,birth_date,int_date,wom_age,eligible_women,male_adult,female_adult,child,education_level,ed_level_none,ed_level_preprimary,ed_level_primary,ed_level_secondary,ed_level_higher,J1_count2_male,J1_count2_female,strata,cluster,PVO,HHWT,WMWT,WMWT_J5,J1WT,gendered_hh,male_adult_max,female_adult_max,child_max,CA,CB,CC,CD,CE,CF,CG,CH,CI,CJ,CK,CL,HDDS,C1617,C1819,C2021,HHS,HHS_N,HHS_N2,improved_water,improved_sanitation,soap_water,critical_handwashing,critical_handwashing_cat,any_sanitation,J304_cat
3534,18,18,51,16,6,29,3,2013,289,1,1,1,2,2,2,295, , ,28,28,5,2013,10,44,10,50,10,50,18,18,2,21,3,30,2,1,2,97,97,97,97,97,97,97,97,97,1,81,71,997, ,2, ,71, , ,2, ,2, , ,2,10,55,10,55,18,18,2,1,2,5,6,8, , , , , ,1,10,57,10,57,11,5,11,5,18,18,2,2,1,2,1,2,2,2,1,2,2,2,2,2,1,1,1,1,1,1,11,8,11,8,11,23,11,23,18,18,2,2,1,1,1,2, , , , , ,1,3,2,1,4,7,9,11,13, , , , , , , , , ,11,25,11,28,18,18,2,4,1993,20,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,9,8,2012,11,33,2,20,163.3,58.15,1,11,33,18,18,2,1,1,11,12, , , , , , , , , , , , , ,1, , , , , , , , , ,3,11,34,3534,18,18,11,50,279,29,3,2013,295,29,3,2013,12,0,6181802,4/1/1993,3/1/2013,20,1,0,1,0,1,0,0,1,0,0,0,1,34,618,2,26.4516129032258,26.4516129032258,26.4516129032258,26.4516129032258,3,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,3,1,1,1,3,1,1,0,0,0,3,1,0,1
3535,19,18,51,16,6,29,3,2013,282,1,1,1,2,2,2,295, , ,28,28,5,2013,10,50,11,3,11,3,19,18,2,21,3,15,1,2,1,6, , , , , , , , ,2, ,71,997, ,2, ,71, , ,1,62,3, , ,2,11,5,11,8,19,18,2,1,2,5,6,7, , , , , ,2,11,9,10,10,11,12,11,15,19,18,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,11,16,11,16,11,23,11,24,19,18,2,2,1,1,1,2, , , , , ,2,4,2,2,3,4,5,6,9,11, , , , , , , , ,11,26,11,26,19,18,2,3,1985,28,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,18,2,2012,11,28,2,28,165.7,47.4,1,11,28,19,18,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,11,29,3535,19,18,12,35,278,29,3,2013,295,29,3,2013,12,40,6181902,3/1/1985,3/1/2013,28,1,0,1,0,0,1,0,0,0,0,0,1,34,618,2,26.4516129032258,26.4516129032258,26.4516129032258,26.4516129032258,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,3,1,1,1,0, ,4,1,0,0
3536,21,18,51,16,6,29,3,2013,297,1,1,1,1,3,2,295, , ,28,27,5,2013,11,14,11,22,11,22,21,18,2,21,3,998,2,1,2,97,97,97,97,97,97,97,97,97,2, ,71,997, ,2, ,71, , ,2, ,3, , ,2,11,24,11,24,21,18,2,1,2,5,6,8, , , , , ,2,11,25,11,25,11,30,11,31,21,18,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2, ,11,33,11,33,11,46,11,47,21,18,2,2,1,1,1,2, , , , , ,1,4,2,1,2,7,11,12, , , , , , , , , , ,11,48,11,44,21,18,2,3,1986,27,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,3,2013,11,52,2,27,168.5,59.25,1,11,53,21,18,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,11,54,3536,21,18,12,32,279,29,3,2013,295,29,3,2013,12,45,6182102,3/1/1986,3/1/2013,27,1,0,1,0,0,1,0,0,0,0,0,1,34,618,2,26.4516129032258,26.4516129032258,26.4516129032258,26.4516129032258,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,1,0,0, ,3,1,0,0
3537,22,18,51,16,6,29,3,2013,288,1,1,2,2,2,1,295, , ,18,28,5,2013,11,59,12,10,12,10,22,18,1,21,3,15,1,1,2,97,97,97,97,97,97,97,97,97,2, ,71,997, ,2, ,71, , ,2, ,2, , ,2,12,12,12,12,22,18,1,1,2,4,6,8, , , , , ,1,12,13,12,14,12,28,12,28,22,18,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2, ,2, ,2, ,12,30,12,30,12,41,12,41,22,18,2,2,1,3,3,4, , , , , ,1,4,2,1,2,8,10,13, , , , , , , , , , ,12,43,12,44,22,18,2,3,1977,36,1,1,1,1,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,1,20,6,2012,12,49,2,36,171.8,59.1,1,12,49,22,18,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,12,50,3537,22,18,7,12,279,29,3,2013,295,29,3,2013,7,20,6182202,3/1/1977,3/1/2013,36,1,0,1,0,0,1,0,0,0,0,0,1,34,618,2,26.4516129032258,26.4516129032258,26.4516129032258,26.4516129032258,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,1
3538,23,18,51,16,6,29,3,2013,282,1,1,1,2,1,2,295, , ,28,27,5,2013,12,6,12,8,12,9,23,18,2,21,3,18,1,2,1,1, , , , , , , , ,2, ,71,997, ,1,62,71, , ,1,62,3, , ,2,12,13,12,13,23,18,2,1,2,5,6,7, , , , , ,2,12,14,12,14,12,21,12,22,23,18,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,12,24,12,24,12,33,12,33,23,18,2,2,1,1,1,2, , , , , ,2,4,1,2,3,4,5,6,9,11,13, , , , , , , ,12,35,12,36,23,18,2,3,1993,20,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,20,10,2012,12,42,2,20,154.3,54,1,12,42,23,18,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,12,43,3538,23,18,13,59,279,29,3,2013,295,29,3,2013,14,3,6182302,3/1/1993,3/1/2013,20,1,0,1,0,0,1,0,0,0,0,0,1,34,618,2,26.4516129032258,26.4516129032258,26.4516129032258,26.4516129032258,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,3,1,1,1,0, ,4,1,0,0
3539,27,18,51,16,6,29,3,2013,338,1,1,1,2,1,1,295, , ,28,27,5,2013,13,6,13,14,13,14,27,18,1,21,3,10,1,2,2,97,97,97,97,97,97,97,97,97,1,81,71,997, ,2, ,62,2, ,1,96,2, , ,2,13,20,13,20,27,18,1,1,2, , , , , , , , ,1,13,21,13,21,13,35,13,35,27,18,2,2,1,2,2,1,1,2,1,1,1,2,1,2,2, ,2, ,2, ,13,36,13,36,13,46,13,46,27,18,2,2,2,3,3,2, , , , , ,1,1,2,2,3,4,5,7,9,11,13, , , , , , , ,13,49,13,51,27,18,2,1,1994,19,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,5,3,2011,13,56,2,19,164.9,52.15,1,13,57,27,18,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,13,58,3539,27,18,14,12,278,29,3,2013,295,29,3,2013,14,19,6182702,1/1/1994,3/1/2013,19,1,0,1,0,0,1,0,0,0,0,0,1,34,618,2,26.4516129032258,26.4516129032258,26.4516129032258,26.4516129032258,3,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0,7,0,0,0,0,0,0,1,0,0,1,0,0,1
3540,28,18,51,16,6,29,3,2013,349,1,1,1,0,1,1,295, , ,28,27,5,2013,13,14,13,24,13,24,28,18,1,21,3,40,1,2,2,97,97,97,97,97,97,97,97,97,1,32,71,997, ,2, ,71, , ,2, ,2, , ,2,13,27,13,28,28,18,1,1,2,3,4,5,6,7,8, , ,1,13,29, , , , ,13,31,28,18,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,1,13,33,13,33,13,43,13,43,28,18,2,2,2,1,1,1,2, , , , ,1,3,2,1,2,3,4,5,6,7,8,9,10,11, , , , ,13,45,13,46,28,18,2,10,1976,37,1,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,3,3,2012,13,50,2,37,158.7,54.2,1,13,50,28,18,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,13,51,3540,28,18,14,21,278,29,3,2013,295,29,3,2013,14,28,6182802,10/1/1976,3/1/2013,37,1,0,1,0,0,1,0,0,0,0,0,1,34,618,2,26.4516129032258,26.4516129032258,26.4516129032258,26.4516129032258,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,1,1,1,0,0,5,1,0,1
3541,29,18,51,16,6,29,3,2013,281,1,1,1,1,1,2,295, , ,28,27,5,2013,13,18,13,22,13,23,29,18,2,21,3,30,1,2,1,6, , , , , , , , ,2, ,71,997, ,2, ,62,2, ,2, ,2, , ,2,13,24,13,24,29,18,2,1,2,4,5,8, , , , , ,1,13,25,13,25,13,40,13,40,29,18,2,1, , , , , , , , , , , , ,1,1,2, ,2, ,13,41,13,41,13,44,13,44,29,18,2,2,2,1,1,2, , , , , ,1,3,2,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,13,45,13,46,29,18,2,8,1977,36,1,1,1,2,2,1,2,2,1,1,2,2,1,1,1,2,1,2,2,1, , , , , ,13,50,2,35,160.4,46.6,1,13,50,29,18,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,13,51,3541,29,18,13,40,278,29,3,2013,295,29,3,2013,13,51,6182902,8/1/1977,3/1/2013,36,1,0,1,0,0,1,0,0,0,0,0,1,34,618,2,26.4516129032258,26.4516129032258,26.4516129032258,26.4516129032258,3,1,1,1, , , , , , , , , , , , , ,1,0,0,1,0,0,1,0,0,3,1,0,1
3542,32,18,51,16,6,29,3,2013,282,1,1,1,2,1,2,295, , ,28,27,5,2013,15,13,15,20,15,20,32,18,2,21,3,30,1,2,1,1, , , , , , , , ,2, ,71,997, ,1,62,71, , ,1,62,3, , ,2,15,30,15,25,32,18,2,1,2,5,6,7, , , , , ,1,15,26,15,26,15,41,15,42,32,18,2,1, , , , , , , , , , , , ,1,2,1,2,1,2,15,43,15,44,15,51,15,51,32,18,2,2,1,1,2,2, , , , , ,2,4,1,2,3,4,5,6,11,13, , , , , , , , ,15,52,15,54,32,18,2,4,1993,20,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,12,3,2013,15,58,2,20,159.5,50.25,1,15,58,32,18,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,15,59,3542,32,18,16,7,279,29,3,2013,295,29,3,2013,16,16,6183202,4/1/1993,3/1/2013,20,1,0,1,0,0,1,0,0,0,0,0,1,34,618,2,26.4516129032258,26.4516129032258,26.4516129032258,26.4516129032258,3,1,1,1, , , , , , , , , , , , , ,1,1,1,3,1,1,1,0, ,4,1,0,1
3543,4,18,51,16,6,28,3,2013,297,1,1,3,1,0,1,295, , ,28,27,5,2013,11,47,12,0,12,1,4,18,1,21,3,30,1,1,2,97,97,97,97,97,97,97,97,97,2, ,71,997, ,2, ,71, , ,2, ,3, , ,2,12,2,12,3,4,18,1,1,2,5,6,8, , , , , ,1,12,4,12,4,12,13,12,13,4,18,1,1, , , , , , , , , , , , ,1,2,2, ,2, ,12,15,12,15,12,16,12,16,4,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,17,12,22,4,18,1,3,1975,38,1,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,6,3,2004,12,26,1,38,158.2,46.75,1,12,26,4,18,1,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,12,27,3543,4,18,12,10,278,28,3,2013,295,28,3,2013,12,15, ,3/1/1975,3/1/2013,38,1, , , , , , , , , ,0,0,34,618,2,26.4516129032258,79.3548387096774,79.3548387096774, ,3,1,1,1, , , , , , , , , , , , , ,1,0,0,1,0,0,0,0, ,3,1,0,1
3544,17,18,51,16,6,29,3,2013,281,1,1,1,1,2,1,295, , ,28,27,5,2013,9,40,10,19,10,19,17,18,1,21,3,30,1,2,1,6, , , , , , , , ,2, ,71,997, ,2, ,62,2, ,2, ,2, , ,2,10,25,10,25,17,18,1,1,2,4,7,8, , , , , ,1,10,26,10,26,10,34,10,34,17,18,1,1, , , , , , , , , , , , ,1,1,2, ,2, ,10,36,10,39,10,50,10,50,17,18,1,2,2,1,1,2, , , , , ,1,3,2,1,2,3,4,5,6,7,9,10,11,12,13,14,15, ,10,51,10,52,17,18,1,10,1970,43,1,1,1,2,2,1,2,1,2,2,2,2,1,1,2,1,2,2,2,2,1,1,3,7,2011,11,4,1,42,175.3,54.75,1,11,4,17,18,1,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,11,5,3544,17,18,10,59,278,29,3,2013,295,29,3,2013,11,12,6181701,10/1/1970,3/1/2013,43,1,0,1,0,0,1,0,0,0,0,0,1,34,618,2,26.4516129032258,26.4516129032258,26.4516129032258,26.4516129032258,1,0,1,1, , , , , , , , , , , , , ,1,0,0,1,0,0,1,0,0,3,1,0,1
3545,20,18,51,16,6,29,3,2013,349,1,1,1,1,0,1,295, , ,28,27,5,2013,11,15,11,21,11,21,20,18,1,21,3,15,1,2,2,97,97,97,97,97,97,97,97,97,2, ,71,997, ,2, ,71, , ,2, ,2, , ,2,11,24,11,25,20,18,1,1,2,3,4,5, , , , , ,1,11,26,11,26,11,33,11,33,20,18,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,11,35,11,35,11,36,11,36,20,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,37,11,39,20,18,1,6,1964,40,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,15,6,2007,11,45,1,48,163.9,54.45,1,11,45,20,18,1,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,11,46,3545,20,18,12,29,278,29,3,2013,295,29,3,2013,12,31, ,6/1/1964,3/1/2013,49,1, , , , , , , , , ,0,0,34,618,2,26.4516129032258,26.4516129032258,26.4516129032258, ,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,1,1,1,0,0,3,1,0,1
3546,24,18,51,16,6,29,3,2013,297,1,1,1,1,0,2,295, , ,28,27,5,2013,13,10,13,12,13,13,24,18,2,21,3,998,2,2,2,97,97,97,97,97,97,97,97,97,2, ,71,997, ,2, ,71, , ,2, ,3, , ,2,13,14,13,15,24,18,2,1,2,5,6,8, , , , , ,1,13,16,13,16,13,21,13,22,24,18,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,13,24,13,24,13,25,13,25,24,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13,26,13,28,24,18,2,3,1975,38,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,10,3,2007,13,31,1,35,177.9,52.1,1,13,32,24,18,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,13,33,3546,24,18,13,16,278,29,3,2013,295,29,3,2013,13,28, ,3/1/1975,3/1/2013,38,1, , , , , , , , , ,0,0,34,618,2,26.4516129032258,26.4516129032258,26.4516129032258, ,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,1,1,0,0, ,3,1,0,1
3547,2,86,61,24,6,24,4,2013,283,1,1,1,2,0,2,290,337, ,32,27,5,2013,3,8,3,17,3,17,2,86,2,21,3,10,2,1,2,97,97,97,97,97,97,97,97,97,1,81,71,997, ,2, ,71, , ,2, ,2, , ,2,3,22,3,22,2,86,1,1,2,4,7,8, , , , , ,1,3,23,3,24,3,29,3,30,2,86,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2, ,2, ,2, ,3,34,3,34,3,35,3,35,2,86, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,36,3,36,2,86,2,8,1975,38,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,1,1,18,8,2007,3,42,2,38,151.8,47.3,1,3,42,2,86,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,3,43,3547,2,86,16,15,284,24,4,2013,293,24,4,2013,16,35, ,8/1/1975,4/1/2013,38,1, , , , , , , , , ,0,0,32,686,2,19,19.0000000000001,19.0000000000001, ,3,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,1
3548,1,86,61,24,6,24,4,2013,283,1,1,1,2,2,1,290,334, ,5,28,5,2013,12,10,12,24,12,24,1,86,1,21,3,998,2,1,2,97,97,97,97,97,97,97,97,97,1,81,71,997, ,2, ,71, , ,2, ,2, , ,2,12,35,12,36,1,86,1,1,2,6,7,8, , , , , ,1,12,37,12,37,12,50,12,50,1,86,2,2,1,2,1,2,2,2,2,2,1,1,2,2,1,1,2, ,2, ,12,55,12,55,1,8,1,8,1,86,2,2,2,3,3,1,2,3, , , ,1,4,1,1,3,5,6,9,13, , , , , , , , , ,1,11,1,14,1,86,2, ,1980,33,1,1,1,2,2,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2,1,1,8,1,2012,1,16,2,33,160.8,52.4,1,1,17,1,86,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,18,3548,1,86,13,40,284,24,4,2013,293,24,4,2013,13,50,6860102, ,4/1/2013,33,1,0,1,0,0,1,0,0,0,0,0,1,32,686,2,19,19.0000000000001,19.0000000000001,19.0000000000001,3,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,4,1,0,0,1,0,0,0,0,0,3,1,0,1
3549,3,86,61,24,6,24,4,2013,297,1,1,1,2,1,2,290,334, ,32,27,5,2013,11,51,12,10,12,10,3,86,2,21,3,10,2,2,2,97,97,97,97,97,97,97,97,97,2, ,71,997, ,2, ,71, , ,2, ,3, , ,2,12,12,12,12,3,86,2,1,2,5,6,8, , , , , ,1,12,13,12,13,12,18,12,19,3,86,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2, ,12,20,12,20,12,24,12,24,3,86,2,2,1,1,1,2, , , , , ,1,1,2,1,7,9,11,12,15, , , , , , , , , ,12,25,12,26,3,86,2,2,1974,39,1,1,1,2,2,1,2,2,2,1,2,2,2,1,2,1,2,2,2,2,1,1,28,1,2012,12,28,2,39,151.6,46.4,1,12,29,3,86,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,12,30,3549,3,86,12,21,278,24,4,2013,293,24,4,2013,12,35,6860302,2/1/1974,4/1/2013,39,1,0,1,0,0,1,0,0,0,0,0,1,32,686,2,19,19.0000000000001,19.0000000000001,19.0000000000001,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,1,0,0, ,3,1,0,1
3550,4,86,61,24,6,24,4,2013,297,1,1,3,2,0,2,295,334, ,32,27,5,2013,2,15,2,25,2,25,4,86,2,21,3,15,2,2,2,97,97,97,97,97,97,97,97,97,2, ,71,997, ,2, ,71, , ,2, ,3, , ,2,2,30,2,31,4,86,12,1,2,5,6,8, , , , , ,1,2,32,2,33,2,39,2,39,4,86,2,2,1,2,2,2,1,2,2,1,1,1,2,2,1,1,1,1,1,1,2,41,2,42,2,43,2,43,4,86,2,2,1,1,1,2, , , , , ,1,5,1,7,9,10,11, , , , , , , , , , , ,2,45,2,46,4,86,2,3,1978,35,1,1,1,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2, , , , ,2,48,2,35,172.7,55.6,1,2,50,4,86,2,1,1,5, , , , , , , , , , , , , , ,1, , , , , , , , , ,1,2,51,3550,4,86,14,22,278,24,4,2013,293,24,4,2013,14,22,6860402,3/1/1978,4/1/2013,35,1, , , , , , , , , ,0,0,32,686,2,19,57.0000000000001,57.0000000000001, ,3,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,5,1,1,1,3,1,1,0,0, ,3,1,0,1
3551,5,86,61,24,6,24,4,2013,296,1,1,2,2,1,2,296,334, ,16,28,5,2013,12,8,12,14,12,14,5,86,2,21,3,125,2,1,2,97,97,97,97,97,97,97,97,97,2, ,71,997, ,2, ,71, , ,2, ,2, , ,2,12,16,12,16,5,86,2,1,2,4,5,8, , , , , ,1,12,18,12,18,12,31,12,31,5,86,2,2,1,2,1,2,2,2,2,1,2,1,2,2,1,1,1,2,2, ,12,32,12,32,12,34,12,34,5,86,2,2,1,3,3,2, , , , , ,6,4,1,4,9,11,13, , , , , , , , , , , ,12,37,12,38,5,86,2, , ,46,1,1,1,2,2,1,2,1,2,2,2,2,1,2,1,2,2,2,2,2,1,1,21,6,2010,12,42,2,46,173.7,51,1,12,42,5,86,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,12,43,3551,5,86,13,24,284,24,4,2013,293,24,4,2013,13,30,6860502, ,4/1/2013,46,1,0,1,0,1,0,0,1,0,0,0,1,32,686,2,19,38.0000000000001,38.0000000000001,19.0000000000001,3,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,4,1,1,0,2,1,1,0,0,0,3,1,0,1
3552,6,86,61,24,6,24,4,2013,296,1,1,2,2,1,2,296,334, ,18,28,5,2013,2,12,2,18,2,18,6,86,2,21,1, ,2,1,2,97,97,97,97,97,97,97,97,97,2, ,71,997, ,2, ,71, , ,2, ,2, , ,2,2,24,2,24,6,86,2,1,2,4,5,8, , , , , ,1,2,25,2,25,2,46,2,46,6,86,2,2,1,2,1,2,2,2,2,1,2,1,2,2,1,1,1,1,1,2,2,48,2,48,2,53,2,53,6,86,2,2,1,1,3,1,2, , , , ,6,3,2,4,11,13, , , , , , , , , , , , ,2,55,2,57,6,86,4,8,1988,24,1,1,1,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,1, , , , , ,3,3,4,24,161.7,47.43,1,3,3,6,86,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,3,4,3552,6,86,11,10,284,24,4,2013,293,24,4,2013,11,20,6860602,8/1/1988,4/1/2013,25,1,0,1,0,0,1,0,0,0,0,0,1,32,686,2,19,38.0000000000001,38.0000000000001,19.0000000000001,3,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,4,1,1,1,3,1,1,0,0,0,3,1,0,1
3553,7,86,61,24,6,24,4,2013,286,1,1,1,2,2,2,293,334, ,16,28,5,2013,11,5,11,46,11,46,7,86,2,81,3,30,1,2,2,97,97,97,97,97,97,97,97,97,2, ,71,997, ,2, ,71, , ,2, ,2, , ,2,11,52,11,52,7,86,2,1,2,5,6,7, , , , , ,1,11,55,11,56,12,4,12,4,7,86,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,12,8,12,9,12,18,12,19,7,86,2,2,1,1,1,2, , , , , ,1,4,2,4,10,11,13,14,15, , , , , , , , , ,12,24,12,24,7,86,2, ,1982,31,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,15,10,2012,12,31,2,31,168.3,53.7,1,12,31,7,86,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,12,33,3553,7,86,12,10,284,23,4,2013,293,23,4,2013,14,20,6860702, ,4/1/2013,31,1,0,1,0,0,1,0,0,0,0,0,1,32,686,2,19,19.0000000000001,19.0000000000001,19.0000000000001,3,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,3,1,1,1,3,1,1,0,0,0,4,1,0,1
3554,8,86,61,24,6,24,4,2013,286,1,1,1,2,1,2,293, , ,32,27,5,2013,2,5,2,45,2,46,8,86,2,21,3,40,2,2,2,97,97,97,97,97,97,97,97,97,2, ,71,997, ,2, ,71, , ,2, ,2, , ,2,2,54,2,54,8,86,2,1,2,5,6,7, , , , , ,1,2,56,2,55,3,25,3,25,8,86,2,2,1,2,1,2,1,2,2,2,2,2,2,2,1,1,1,1,1,1,3,30,3,30,3,38,3,39,8,86,2,2,1,1,1,2, , , , , ,1,3,2,4,12,13,14,15, , , , , , , , , , ,3,44,3,45,8,86,2,8,1983,29,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,15,2,2010,3,52,2,29,161.3,53.7,1,3,52,8,86,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,3,54,3554,8,86,14,15,284,24,4,2013,293,24,4,2013,14,25,6860802,8/1/1983,4/1/2013,30,1,0,1,0,0,1,0,0,0,0,0,1,32,686,2,19,19.0000000000001,19.0000000000001,19.0000000000001,3,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,3,1,1,1,3,1,1,0,0,0,4,1,0,1
3555,9,86,61,24,6,24,4,2013,289,1,1,3,2,0,2,302,334, ,32,27,5,2013,12,9,12,36,12,36,9,86,2,21,3,60,2,2,2,97,97,97,97,97,97,97,97,97,2, ,71,997, ,2, ,71, , ,2, ,3, , ,2,12,40,12,40,9,86,2,1,2,5,6,8, , , , , ,1,12,41,12,41,12,51,12,51,9,86,2,2,1,2,1,2,2,2,2,1,1,2,2,2,1,1,1,1,2, ,12,53,12,53,12,54,12,54,9,86,2,2,1,1,1,2, , , , , ,1,5,2,1,7,9,11,13, , , , , , , , , , ,12,56,12,57,9,86,4,1,1998,15,1,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2, , , , ,13,2,4,15,156.3,47,1,1,2,9,86,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,4,3555,9,86,12,12,291,24,4,2013,293,24,4,2013,12,27,6860902,1/1/1998,4/1/2013,15,1, , , , , , , , , ,0,0,32,686,2,19,57.0000000000001,57.0000000000001, ,3,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,4,1,1,0,2,1,1,0,0, ,3,1,0,1
